IBGE,VALOR TOTAL
170300,"R$ 5.287,56"
170305,"R$ 1.761,69"
170307,"R$ 2.276,37"
170310,"R$ 2.792,53"
170320,"R$ 2.210,92"
170330,"R$ 2.426,60"
170360,"R$ 1.091,33"
170370,"R$ 2.725,59"
170380,"R$ 5.626,71"
170382,"R$ 1.128,03"
170384,"R$ 5.015,85"
170386,"R$ 2.172,74"
170388,"R$ 1.279,26"
170389,"R$ 2.030,43"
170390,"R$ 2.662,12"
170410,"R$ 1.440,40"
170510,"R$ 1.652,61"
170460,"R$ 697,15"
170550,"R$ 17.564,40"
171670,"R$ 4.068,31"
170555,"R$ 2.405,78"
170560,"R$ 2.035,39"
170600,"R$ 2.770,71"
170610,"R$ 3.614,12"
170625,"R$ 853,83"
170650,"R$ 3.023,09"
170700,"R$ 10.977,25"
170710,"R$ 3.421,25"
170720,"R$ 3.569,00"
170730,"R$ 2.323,47"
170740,"R$ 5.452,18"
170765,"R$ 2.609,57"
170770,"R$ 4.391,10"
170820,"R$ 9.143,16"
170825,"R$ 1.283,72"
170755,"R$ 1.901,52"
170830,"R$ 2.540,15"
170900,"R$ 6.455,25"
170930,"R$ 12.853,48"
170950,"R$ 42.962,47"
170980,"R$ 999,11"
171050,"R$ 3.685,52"
171070,"R$ 2.907,56"
171090,"R$ 1.872,76"
171110,"R$ 1.203,39"
171150,"R$ 1.908,46"
171180,"R$ 1.087,37"
171190,"R$ 6.622,84"
171195,"R$ 2.140,01"
171200,"R$ 1.553,94"
171215,"R$ 953,49"
171240,"R$ 1.854,41"
171245,"R$ 1.541,05"
171250,"R$ 2.565,93"
171270,"R$ 1.330,82"
171280,"R$ 1.698,72"
171320,"R$ 9.047,96"
171330,"R$ 6.661,02"
171360,"R$ 3.940,38"
171370,"R$ 1.130,01"
171395,"R$ 1.760,70"
171420,"R$ 4.583,48"
171430,"R$ 1.932,75"
171488,"R$ 5.860,25"
171500,"R$ 2.112,25"
171510,"R$ 2.152,90"
171515,"R$ 1.156,29"
171525,"R$ 1.349,66"
171550,"R$ 551,37"
172100,"R$ 148.317,13"
171570,"R$ 2.987,89"
171380,"R$ 3.301,25"
171575,"R$ 3.797,58"
171620,"R$ 5.180,96"
171610,"R$ 25.412,45"
171630,"R$ 2.404,29"
171650,"R$ 6.732,42"
171660,"R$ 5.825,54"
171665,"R$ 2.715,67"
171700,"R$ 2.204,97"
171720,"R$ 1.501,38"
171750,"R$ 3.795,10"
171780,"R$ 2.278,85"
171790,"R$ 3.986,00"
171800,"R$ 1.556,42"
171820,"R$ 26.284,12"
171830,"R$ 4.180,86"
171840,"R$ 1.826,65"
171845,"R$ 1.332,81"
171850,"R$ 2.128,61"
171855,"R$ 2.303,14"
171865,"R$ 1.056,13"
171870,"R$ 1.405,20"
171875,"R$ 3.212,00"
171880,"R$ 2.335,87"
171884,"R$ 1.673,43"
171886,"R$ 3.724,70"
171888,"R$ 1.702,69"
171889,"R$ 1.172,65"
171890,"R$ 2.394,37"
171900,"R$ 1.421,06"
172000,"R$ 1.253,97"
172065,"R$ 2.678,98"
172085,"R$ 974,81"
172010,"R$ 2.639,81"
172015,"R$ 785,90"
172020,"R$ 6.018,92"
172025,"R$ 1.528,15"
172030,"R$ 2.382,47"
172049,"R$ 1.963,50"
172080,"R$ 4.476,87"
172090,"R$ 8.271,98"
172093,"R$ 1.065,06"
172097,"R$ 1.384,87"
172120,"R$ 11.339,70"
172110,"R$ 3.741,06"
172125,"R$ 937,63"
172130,"R$ 1.324,38"
172208,"R$ 5.792,82"
172210,"R$ 5.721,91"
120001,"R$ 16.125,00"
120005,"R$ 9.675,00"
120010,"R$ 29.025,00"
120013,"R$ 9.675,00"
120017,"R$ 9.675,00"
120020,"R$ 122.550,00"
120025,"R$ 19.350,00"
120030,"R$ 25.800,00"
120032,"R$ 6.450,00"
120034,"R$ 9.675,00"
120035,"R$ 3.225,00"
120033,"R$ 22.575,00"
120038,"R$ 16.125,00"
120080,"R$ 16.125,00"
120039,"R$ 9.675,00"
120040,"R$ 288.639,00"
120042,"R$ 22.575,00"
120043,"R$ 6.450,00"
120050,"R$ 41.925,00"
120045,"R$ 25.800,00"
120060,"R$ 31.443,75"
120070,"R$ 19.350,00"
270020,"R$ 22.575,00"
270030,"R$ 220.106,25"
270040,"R$ 48.375,00"
270050,"R$ 19.350,00"
270060,"R$ 9.675,00"
270070,"R$ 22.575,00"
270090,"R$ 9.675,00"
270080,"R$ 6.450,00"
270100,"R$ 35.475,00"
270110,"R$ 16.125,00"
270120,"R$ 16.125,00"
270130,"R$ 25.800,00"
270135,"R$ 9.675,00"
270140,"R$ 61.275,00"
270150,"R$ 12.900,00"
270160,"R$ 21.768,75"
270170,"R$ 25.800,00"
270180,"R$ 12.093,75"
270190,"R$ 12.900,00"
270200,"R$ 16.125,00"
270210,"R$ 25.800,00"
270220,"R$ 9.675,00"
270230,"R$ 54.825,00"
270235,"R$ 29.025,00"
270240,"R$ 45.150,00"
270250,"R$ 12.900,00"
270255,"R$ 22.575,00"
270260,"R$ 25.800,00"
270270,"R$ 6.450,00"
270280,"R$ 16.125,00"
270290,"R$ 41.925,00"
270300,"R$ 19.350,00"
270310,"R$ 35.475,00"
270320,"R$ 32.250,00"
270330,"R$ 19.350,00"
270340,"R$ 9.675,00"
270350,"R$ 9.675,00"
270360,"R$ 12.900,00"
270370,"R$ 9.675,00"
270375,"R$ 16.125,00"
270380,"R$ 25.800,00"
270390,"R$ 6.450,00"
270400,"R$ 38.700,00"
270410,"R$ 19.350,00"
270420,"R$ 45.150,00"
270430,"R$ 267.679,00"
270440,"R$ 22.575,00"
270490,"R$ 6.450,00"
270450,"R$ 32.250,00"
270460,"R$ 12.900,00"
270470,"R$ 61.275,00"
270480,"R$ 16.125,00"
270500,"R$ 19.350,00"
270510,"R$ 35.475,00"
270520,"R$ 19.350,00"
270530,"R$ 9.675,00"
270540,"R$ 12.900,00"
270550,"R$ 35.475,00"
270560,"R$ 12.900,00"
270570,"R$ 25.800,00"
270580,"R$ 12.900,00"
270590,"R$ 6.450,00"
270600,"R$ 16.125,00"
270610,"R$ 12.900,00"
270620,"R$ 9.675,00"
270630,"R$ 74.176,00"
270642,"R$ 16.125,00"
270644,"R$ 12.900,00"
270650,"R$ 19.350,00"
270660,"R$ 12.900,00"
270670,"R$ 61.275,00"
270680,"R$ 19.350,00"
270690,"R$ 41.925,00"
270700,"R$ 3.225,00"
270710,"R$ 22.575,00"
270730,"R$ 35.475,00"
270740,"R$ 12.900,00"
270750,"R$ 29.025,00"
270720,"R$ 16.125,00"
270640,"R$ 29.025,00"
270760,"R$ 16.125,00"
270770,"R$ 80.625,00"
270780,"R$ 9.675,00"
270790,"R$ 9.675,00"
270800,"R$ 43.538,00"
270810,"R$ 16.125,00"
270890,"R$ 22.575,00"
270895,"R$ 16.125,00"
270820,"R$ 9.675,00"
270830,"R$ 32.250,00"
270840,"R$ 45.150,00"
270850,"R$ 38.700,00"
270860,"R$ 58.050,00"
270870,"R$ 12.900,00"
270880,"R$ 48.375,00"
270900,"R$ 9.675,00"
270910,"R$ 25.800,00"
270915,"R$ 61.275,00"
270920,"R$ 29.025,00"
270930,"R$ 54.018,75"
270940,"R$ 32.250,00"
270010,"R$ 29.025,00"
130002,"R$ 12.900,00"
130006,"R$ 12.900,00"
130008,"R$ 19.350,00"
130010,"R$ 22.575,00"
130014,"R$ 25.800,00"
130020,"R$ 19.350,00"
130030,"R$ 25.800,00"
130040,"R$ 22.575,00"
130050,"R$ 9.675,00"
130060,"R$ 32.250,50"
130063,"R$ 12.900,00"
130068,"R$ 6.450,00"
130070,"R$ 22.575,00"
130080,"R$ 19.350,00"
130083,"R$ 16.125,00"
130090,"R$ 16.125,00"
130100,"R$ 19.350,00"
130110,"R$ 19.350,00"
130115,"R$ 19.350,00"
130120,"R$ 80.625,00"
130130,"R$ 22.575,00"
130140,"R$ 22.575,00"
130150,"R$ 25.800,00"
130160,"R$ 16.125,00"
130165,"R$ 19.350,00"
130170,"R$ 40.313,00"
130180,"R$ 12.900,00"
130185,"R$ 35.475,00"
130190,"R$ 87.075,00"
130195,"R$ 6.450,00"
130200,"R$ 12.900,00"
130210,"R$ 6.450,00"
130220,"R$ 16.125,00"
130230,"R$ 29.025,00"
130240,"R$ 48.375,00"
130250,"R$ 80.625,00"
130255,"R$ 18.543,75"
130260,"R$ 1.311.816,25"
130270,"R$ 51.600,00"
130280,"R$ 19.350,00"
130290,"R$ 48.375,00"
130300,"R$ 9.675,00"
130310,"R$ 22.575,00"
130320,"R$ 16.125,00"
130330,"R$ 22.575,00"
130340,"R$ 93.525,00"
130350,"R$ 12.093,75"
130353,"R$ 45.150,00"
130356,"R$ 41.925,00"
130360,"R$ 16.125,00"
130370,"R$ 22.575,00"
130400,"R$ 9.675,00"
130380,"R$ 22.575,00"
130390,"R$ 45.150,00"
130395,"R$ 9.675,00"
130406,"R$ 51.600,00"
130410,"R$ 19.350,00"
130420,"R$ 45.150,00"
130423,"R$ 25.800,00"
130426,"R$ 16.125,00"
130430,"R$ 22.575,00"
130440,"R$ 25.800,00"
160010,"R$ 9.675,00"
160020,"R$ 12.900,00"
160021,"R$ 6.450,00"
160023,"R$ 12.900,00"
160025,"R$ 10.481,75"
160027,"R$ 64.500,00"
160030,"R$ 167.700,00"
160040,"R$ 25.800,00"
160050,"R$ 21.768,75"
160015,"R$ 16.125,00"
160053,"R$ 25.800,00"
160055,"R$ 6.450,00"
160060,"R$ 96.750,00"
160005,"R$ 9.675,00"
160070,"R$ 12.900,00"
160080,"R$ 19.350,00"
290020,"R$ 22.575,00"
290010,"R$ 16.125,00"
290030,"R$ 22.575,00"
290035,"R$ 16.125,00"
290060,"R$ 6.450,00"
290070,"R$ 104.812,50"
290080,"R$ 29.025,00"
290090,"R$ 9.675,00"
290100,"R$ 38.700,00"
290110,"R$ 29.025,00"
290115,"R$ 22.575,00"
290120,"R$ 32.250,00"
290130,"R$ 16.125,00"
290135,"R$ 22.575,00"
290140,"R$ 18.543,75"
290150,"R$ 16.125,00"
290160,"R$ 19.350,00"
290170,"R$ 16.125,00"
290180,"R$ 16.125,00"
290190,"R$ 22.575,00"
290195,"R$ 9.675,00"
290200,"R$ 19.350,00"
290210,"R$ 47.569,75"
290220,"R$ 12.900,00"
290225,"R$ 16.125,00"
290230,"R$ 12.900,00"
290205,"R$ 12.900,00"
290240,"R$ 19.350,00"
290250,"R$ 19.350,00"
290260,"R$ 19.350,00"
290265,"R$ 22.575,00"
290270,"R$ 45.150,00"
290280,"R$ 22.575,00"
290290,"R$ 38.700,00"
290300,"R$ 19.350,00"
290310,"R$ 6.450,00"
290320,"R$ 124.968,75"
290323,"R$ 19.350,00"
290330,"R$ 9.675,00"
290327,"R$ 25.800,00"
290340,"R$ 28.218,75"
290350,"R$ 22.575,00"
290360,"R$ 22.575,00"
290370,"R$ 19.350,00"
290380,"R$ 29.026,00"
290390,"R$ 99.975,00"
290395,"R$ 12.900,00"
290400,"R$ 12.900,00"
290405,"R$ 19.350,00"
290410,"R$ 19.350,00"
290420,"R$ 12.900,00"
290440,"R$ 16.125,00"
290430,"R$ 19.350,00"
290450,"R$ 16.125,00"
290460,"R$ 58.050,00"
290470,"R$ 25.800,00"
290475,"R$ 19.350,00"
290480,"R$ 9.675,00"
290485,"R$ 25.800,00"
290490,"R$ 41.925,00"
290500,"R$ 25.800,00"
290515,"R$ 20.963,00"
290520,"R$ 35.475,00"
290530,"R$ 22.575,00"
290540,"R$ 22.575,00"
290550,"R$ 12.900,00"
290560,"R$ 35.475,00"
290580,"R$ 32.250,00"
290570,"R$ 204.792,00"
290590,"R$ 29.025,00"
290600,"R$ 70.950,00"
290620,"R$ 32.250,00"
290630,"R$ 29.025,00"
290640,"R$ 12.900,00"
290650,"R$ 60.468,75"
290660,"R$ 12.093,75"
290680,"R$ 38.700,00"
290682,"R$ 19.350,00"
290610,"R$ 16.125,00"
290685,"R$ 19.350,00"
290687,"R$ 29.025,00"
290690,"R$ 29.025,00"
290689,"R$ 12.900,00"
290700,"R$ 14.513,00"
290710,"R$ 25.800,00"
290720,"R$ 63.693,75"
290730,"R$ 32.250,00"
290740,"R$ 6.450,00"
290750,"R$ 48.375,00"
290755,"R$ 12.900,00"
290510,"R$ 12.900,00"
290760,"R$ 19.350,00"
290770,"R$ 12.900,00"
290790,"R$ 22.575,00"
290800,"R$ 19.350,00"
290810,"R$ 25.800,00"
290820,"R$ 25.800,00"
290830,"R$ 19.350,00"
290840,"R$ 48.375,00"
290850,"R$ 48.375,00"
290860,"R$ 29.025,00"
290870,"R$ 25.800,00"
290880,"R$ 6.450,00"
290890,"R$ 29.025,00"
290900,"R$ 12.900,00"
290910,"R$ 22.575,00"
290920,"R$ 19.350,00"
290930,"R$ 35.475,00"
290940,"R$ 19.350,00"
290950,"R$ 9.675,00"
290970,"R$ 19.350,00"
290960,"R$ 22.575,00"
290980,"R$ 45.956,75"
290990,"R$ 38.700,00"
290670,"R$ 32.250,00"
290780,"R$ 32.250,00"
291005,"R$ 64.500,00"
291010,"R$ 16.125,00"
291020,"R$ 6.450,00"
291000,"R$ 16.125,00"
291030,"R$ 12.900,00"
291040,"R$ 25.800,00"
291050,"R$ 35.475,00"
291060,"R$ 32.250,00"
291070,"R$ 74.175,00"
291072,"R$ 116.100,00"
291077,"R$ 9.675,00"
291080,"R$ 434.569,75"
291085,"R$ 25.800,00"
291090,"R$ 9.675,00"
291100,"R$ 12.900,00"
291110,"R$ 25.800,00"
291075,"R$ 25.800,00"
291120,"R$ 35.475,00"
291125,"R$ 6.450,00"
291130,"R$ 12.900,00"
291140,"R$ 16.125,00"
291150,"R$ 16.125,00"
291160,"R$ 29.025,00"
291165,"R$ 16.125,00"
291170,"R$ 74.175,00"
291180,"R$ 25.800,00"
291185,"R$ 16.125,00"
291190,"R$ 38.700,00"
291200,"R$ 16.125,00"
291210,"R$ 35.475,00"
291220,"R$ 22.575,00"
291230,"R$ 22.575,00"
291240,"R$ 22.575,00"
291250,"R$ 19.350,00"
291260,"R$ 6.450,00"
291270,"R$ 25.800,00"
291280,"R$ 12.900,00"
291290,"R$ 22.575,00"
291300,"R$ 19.350,00"
291310,"R$ 16.125,00"
291320,"R$ 29.025,00"
291330,"R$ 9.675,00"
291340,"R$ 22.575,00"
291345,"R$ 22.575,00"
291350,"R$ 22.575,00"
291360,"R$ 95.141,00"
291370,"R$ 39.506,25"
291380,"R$ 19.350,00"
291390,"R$ 38.700,00"
291400,"R$ 41.925,00"
291410,"R$ 9.675,00"
291420,"R$ 9.675,00"
291430,"R$ 16.125,00"
291440,"R$ 29.025,00"
291450,"R$ 32.250,00"
291460,"R$ 70.950,00"
291465,"R$ 35.475,00"
291470,"R$ 61.275,00"
291480,"R$ 141.900,00"
291490,"R$ 29.025,00"
291500,"R$ 22.575,00"
291510,"R$ 12.900,00"
291520,"R$ 9.675,00"
291530,"R$ 9.675,00"
291535,"R$ 12.900,00"
291540,"R$ 9.675,00"
291550,"R$ 21.768,75"
291560,"R$ 79.818,75"
291570,"R$ 9.675,00"
291580,"R$ 25.800,00"
291590,"R$ 9.675,00"
291600,"R$ 25.800,00"
291610,"R$ 29.025,00"
291630,"R$ 16.125,00"
291640,"R$ 48.375,00"
291650,"R$ 35.475,00"
291660,"R$ 12.900,00"
291620,"R$ 16.125,00"
291670,"R$ 12.900,00"
291680,"R$ 19.350,00"
291685,"R$ 22.575,00"
291690,"R$ 16.125,00"
291700,"R$ 35.475,00"
291710,"R$ 22.575,00"
291720,"R$ 25.800,00"
291730,"R$ 25.800,00"
291733,"R$ 9.675,00"
291735,"R$ 12.900,00"
291740,"R$ 22.575,00"
291750,"R$ 70.950,00"
291760,"R$ 48.375,00"
291770,"R$ 35.475,00"
291780,"R$ 22.575,00"
291790,"R$ 12.900,00"
291800,"R$ 111.267,00"
291810,"R$ 41.925,00"
291820,"R$ 22.575,00"
291830,"R$ 19.350,00"
291835,"R$ 19.350,00"
291840,"R$ 193.500,00"
291845,"R$ 16.125,00"
291850,"R$ 16.125,00"
291855,"R$ 9.675,00"
291860,"R$ 12.900,00"
291870,"R$ 6.450,00"
291875,"R$ 19.350,00"
291880,"R$ 29.025,00"
291900,"R$ 3.225,00"
291905,"R$ 12.900,00"
291890,"R$ 6.450,00"
291910,"R$ 16.125,00"
291915,"R$ 38.700,00"
291920,"R$ 139.481,75"
291930,"R$ 12.900,00"
291940,"R$ 19.350,00"
291950,"R$ 48.378,00"
291955,"R$ 54.825,00"
291960,"R$ 12.900,00"
291970,"R$ 16.125,00"
291980,"R$ 45.150,00"
291990,"R$ 12.900,00"
291992,"R$ 19.350,00"
291995,"R$ 16.125,00"
292000,"R$ 9.675,00"
292010,"R$ 25.800,00"
292020,"R$ 16.125,00"
292030,"R$ 12.900,00"
292040,"R$ 16.125,00"
292045,"R$ 19.350,00"
292050,"R$ 22.575,00"
292060,"R$ 45.150,00"
292070,"R$ 32.250,00"
292080,"R$ 16.125,00"
292090,"R$ 22.575,00"
292100,"R$ 45.150,00"
292105,"R$ 12.900,00"
292110,"R$ 22.575,00"
292120,"R$ 32.250,00"
292130,"R$ 12.900,00"
292140,"R$ 22.575,00"
292145,"R$ 16.125,00"
292150,"R$ 58.050,00"
292160,"R$ 12.900,00"
292170,"R$ 45.150,00"
292180,"R$ 19.350,00"
292190,"R$ 19.350,00"
292200,"R$ 48.375,00"
292205,"R$ 12.900,00"
292210,"R$ 22.575,00"
292220,"R$ 11.288,00"
292225,"R$ 12.900,00"
292230,"R$ 29.025,00"
292240,"R$ 22.575,00"
292250,"R$ 35.475,00"
292260,"R$ 16.125,00"
292265,"R$ 16.125,00"
292270,"R$ 24.188,00"
292273,"R$ 11.288,00"
292275,"R$ 9.675,00"
292280,"R$ 12.900,00"
292285,"R$ 12.900,00"
292290,"R$ 32.250,00"
292300,"R$ 38.700,00"
292303,"R$ 19.350,00"
292305,"R$ 16.125,00"
292310,"R$ 22.575,00"
292320,"R$ 22.575,00"
292330,"R$ 9.675,00"
292335,"R$ 25.800,00"
292340,"R$ 29.025,50"
292350,"R$ 12.900,00"
292360,"R$ 32.250,00"
292370,"R$ 32.250,00"
292380,"R$ 25.800,00"
292390,"R$ 12.900,00"
292400,"R$ 83.850,00"
292420,"R$ 19.350,00"
292410,"R$ 12.093,75"
292430,"R$ 19.350,00"
292440,"R$ 19.351,00"
292450,"R$ 19.350,00"
292460,"R$ 25.800,00"
292465,"R$ 9.675,00"
292467,"R$ 9.675,00"
292470,"R$ 19.350,00"
292480,"R$ 22.575,00"
292490,"R$ 12.900,00"
292500,"R$ 29.025,00"
292520,"R$ 38.700,00"
292525,"R$ 25.800,00"
292530,"R$ 138.675,00"
292540,"R$ 12.900,00"
292510,"R$ 48.375,00"
292550,"R$ 45.150,00"
292560,"R$ 19.350,00"
292570,"R$ 22.575,00"
292575,"R$ 29.025,00"
292405,"R$ 16.125,00"
292580,"R$ 25.800,00"
292590,"R$ 16.125,00"
292593,"R$ 12.900,00"
292595,"R$ 29.025,00"
292600,"R$ 32.250,00"
292610,"R$ 19.350,00"
292640,"R$ 35.475,00"
292620,"R$ 32.250,00"
292630,"R$ 35.475,00"
292650,"R$ 19.350,00"
292660,"R$ 45.150,00"
292665,"R$ 12.900,00"
292670,"R$ 19.350,00"
292680,"R$ 16.125,00"
292690,"R$ 19.350,00"
292700,"R$ 35.475,00"
292710,"R$ 9.675,00"
292720,"R$ 32.250,00"
292730,"R$ 16.125,00"
292740,"R$ 1.322.282,00"
292760,"R$ 22.575,00"
292750,"R$ 22.575,00"
292770,"R$ 38.700,00"
292780,"R$ 6.450,00"
292790,"R$ 16.125,00"
292805,"R$ 16.125,00"
292810,"R$ 45.150,00"
292840,"R$ 29.025,00"
292850,"R$ 15.318,75"
292800,"R$ 25.800,00"
292820,"R$ 19.350,00"
292830,"R$ 12.900,00"
292860,"R$ 51.600,00"
292870,"R$ 73.368,75"
292880,"R$ 45.150,00"
292960,"R$ 25.800,00"
292975,"R$ 16.125,00"
292980,"R$ 12.900,00"
292990,"R$ 22.575,00"
293000,"R$ 16.125,00"
293010,"R$ 70.951,00"
293020,"R$ 32.250,00"
293015,"R$ 34.668,75"
293030,"R$ 22.575,00"
293040,"R$ 22.575,00"
293050,"R$ 64.500,00"
293060,"R$ 12.900,00"
293070,"R$ 61.275,00"
293077,"R$ 22.575,00"
293080,"R$ 19.350,00"
292970,"R$ 22.575,00"
292890,"R$ 40.313,00"
292895,"R$ 16.125,00"
292910,"R$ 19.350,00"
292920,"R$ 51.600,00"
292900,"R$ 19.350,00"
292905,"R$ 22.575,00"
292925,"R$ 22.575,00"
292930,"R$ 35.475,00"
292935,"R$ 9.675,00"
292937,"R$ 12.900,00"
292940,"R$ 12.900,00"
292950,"R$ 51.600,00"
293075,"R$ 16.125,00"
293076,"R$ 16.125,00"
293090,"R$ 19.350,00"
293100,"R$ 25.800,00"
293105,"R$ 22.575,00"
293110,"R$ 9.675,00"
293120,"R$ 22.575,00"
293130,"R$ 16.125,00"
293135,"R$ 135.450,00"
293140,"R$ 12.900,00"
293150,"R$ 29.025,00"
293160,"R$ 22.575,00"
293170,"R$ 16.125,00"
293180,"R$ 22.575,00"
293190,"R$ 54.825,00"
293200,"R$ 32.250,00"
293220,"R$ 16.125,00"
293230,"R$ 16.125,00"
293210,"R$ 16.125,00"
293240,"R$ 16.125,00"
293245,"R$ 19.350,00"
293250,"R$ 29.025,00"
293260,"R$ 22.575,00"
293270,"R$ 16.125,00"
293280,"R$ 12.900,00"
293300,"R$ 29.025,00"
293290,"R$ 63.694,75"
293317,"R$ 16.125,00"
293320,"R$ 38.700,00"
293325,"R$ 9.675,00"
293330,"R$ 154.800,00"
293305,"R$ 19.350,00"
293310,"R$ 9.675,00"
293315,"R$ 19.350,00"
293340,"R$ 12.900,00"
293345,"R$ 16.125,00"
293350,"R$ 32.250,00"
293360,"R$ 38.700,00"
290040,"R$ 19.350,00"
290050,"R$ 16.125,00"
230010,"R$ 16.125,00"
230015,"R$ 22.575,00"
230020,"R$ 90.300,00"
230030,"R$ 64.500,00"
230040,"R$ 19.350,00"
230050,"R$ 19.350,00"
230060,"R$ 9.675,00"
230070,"R$ 22.575,00"
230075,"R$ 38.700,00"
230080,"R$ 9.675,00"
230090,"R$ 22.575,00"
230100,"R$ 96.750,00"
230110,"R$ 70.950,00"
230120,"R$ 41.925,00"
230125,"R$ 16.125,00"
230130,"R$ 25.800,00"
230140,"R$ 16.125,00"
230150,"R$ 12.900,00"
230160,"R$ 32.250,00"
230170,"R$ 38.700,00"
230180,"R$ 9.675,00"
230185,"R$ 29.025,00"
230190,"R$ 83.850,00"
230195,"R$ 32.250,00"
230200,"R$ 35.475,00"
230205,"R$ 22.575,00"
230210,"R$ 35.475,00"
230220,"R$ 48.375,00"
230230,"R$ 32.250,00"
230240,"R$ 45.150,00"
230250,"R$ 64.500,00"
230260,"R$ 64.500,00"
230270,"R$ 35.475,00"
230280,"R$ 64.500,00"
230290,"R$ 22.575,00"
230300,"R$ 22.575,00"
230320,"R$ 41.925,00"
230310,"R$ 29.025,00"
230330,"R$ 29.025,00"
230340,"R$ 29.025,00"
230350,"R$ 74.175,00"
230360,"R$ 22.575,00"
230365,"R$ 16.125,00"
230370,"R$ 251.550,00"
230380,"R$ 41.925,00"
230390,"R$ 22.575,00"
230395,"R$ 29.025,00"
230393,"R$ 19.350,00"
230400,"R$ 35.475,00"
230410,"R$ 70.950,00"
230420,"R$ 132.225,00"
230423,"R$ 25.800,00"
230425,"R$ 38.700,00"
230426,"R$ 16.125,00"
230427,"R$ 9.675,00"
230428,"R$ 61.275,00"
230430,"R$ 32.250,00"
230435,"R$ 29.025,00"
230440,"R$ 1.499.625,00"
230445,"R$ 22.575,00"
230450,"R$ 22.575,00"
230460,"R$ 9.675,00"
230470,"R$ 61.275,00"
230480,"R$ 6.450,00"
230465,"R$ 22.575,00"
230490,"R$ 16.125,00"
230495,"R$ 35.475,00"
230500,"R$ 45.150,00"
230510,"R$ 9.675,00"
230520,"R$ 19.350,00"
230523,"R$ 83.850,00"
230526,"R$ 19.350,00"
230530,"R$ 38.700,00"
230533,"R$ 16.125,00"
230535,"R$ 32.250,00"
230540,"R$ 67.725,00"
230550,"R$ 112.875,00"
230560,"R$ 32.250,00"
230565,"R$ 19.350,00"
230570,"R$ 16.125,00"
230580,"R$ 58.050,00"
230590,"R$ 38.700,00"
230600,"R$ 19.350,00"
230610,"R$ 35.475,00"
230625,"R$ 41.925,00"
230620,"R$ 9.675,00"
230630,"R$ 51.600,00"
230640,"R$ 129.000,00"
230650,"R$ 19.350,00"
230655,"R$ 45.150,00"
230660,"R$ 35.475,00"
230670,"R$ 29.025,00"
230680,"R$ 16.125,00"
230690,"R$ 41.925,00"
230700,"R$ 51.600,00"
230710,"R$ 41.925,00"
230720,"R$ 9.675,00"
230725,"R$ 25.800,00"
230730,"R$ 239.456,25"
230740,"R$ 38.700,00"
230750,"R$ 32.250,00"
230760,"R$ 58.050,00"
230763,"R$ 25.800,00"
230765,"R$ 209.625,00"
230770,"R$ 125.775,00"
230780,"R$ 25.800,00"
230790,"R$ 16.125,00"
230800,"R$ 38.700,00"
230810,"R$ 64.500,00"
230820,"R$ 22.575,00"
230830,"R$ 45.150,00"
230835,"R$ 22.575,00"
230837,"R$ 12.900,00"
230840,"R$ 54.825,00"
230850,"R$ 58.050,00"
230860,"R$ 22.575,00"
230870,"R$ 83.850,00"
230880,"R$ 12.900,00"
230890,"R$ 25.800,00"
230900,"R$ 19.350,00"
230910,"R$ 12.900,00"
230920,"R$ 22.575,00"
230930,"R$ 35.475,00"
230940,"R$ 41.925,00"
230945,"R$ 41.925,00"
230950,"R$ 32.250,00"
230960,"R$ 70.950,00"
230970,"R$ 77.400,00"
230980,"R$ 19.350,00"
230990,"R$ 9.675,00"
231000,"R$ 12.900,00"
231010,"R$ 16.125,00"
231020,"R$ 35.475,00"
231025,"R$ 32.250,00"
231030,"R$ 38.700,00"
231040,"R$ 12.900,00"
231050,"R$ 51.600,00"
231060,"R$ 12.900,00"
231070,"R$ 48.375,00"
231080,"R$ 22.575,00"
231085,"R$ 32.250,00"
231090,"R$ 25.800,00"
231095,"R$ 16.125,00"
231100,"R$ 16.125,00"
231110,"R$ 22.575,00"
231120,"R$ 16.125,00"
231123,"R$ 9.675,00"
231126,"R$ 29.025,00"
231130,"R$ 77.400,00"
231135,"R$ 22.575,00"
231140,"R$ 87.075,00"
231150,"R$ 29.025,00"
231160,"R$ 45.150,00"
231170,"R$ 29.025,00"
231180,"R$ 74.175,00"
231190,"R$ 25.800,00"
231195,"R$ 22.575,00"
231220,"R$ 51.600,00"
231200,"R$ 35.475,00"
231210,"R$ 25.800,00"
231270,"R$ 35.475,00"
231280,"R$ 12.900,00"
231290,"R$ 248.325,00"
231300,"R$ 29.025,00"
231230,"R$ 51.600,00"
231240,"R$ 67.725,00"
231250,"R$ 12.900,00"
231260,"R$ 19.350,00"
231310,"R$ 35.475,00"
231320,"R$ 38.700,00"
231325,"R$ 12.900,00"
231330,"R$ 80.625,00"
231335,"R$ 25.800,00"
231340,"R$ 83.850,00"
231350,"R$ 78.208,75"
231355,"R$ 22.575,00"
231360,"R$ 51.600,00"
231370,"R$ 12.900,00"
231375,"R$ 19.350,00"
231380,"R$ 35.475,00"
231390,"R$ 22.575,00"
231395,"R$ 29.025,00"
231410,"R$ 58.050,00"
231400,"R$ 48.375,00"
530010,"R$ 1.893.075,00"
320010,"R$ 32.250,00"
320020,"R$ 32.250,00"
320030,"R$ 16.125,00"
320035,"R$ 12.900,00"
320040,"R$ 38.700,00"
320050,"R$ 9.675,00"
320060,"R$ 77.400,00"
320070,"R$ 19.350,00"
